"","Customer_ID","area_code"
"14023",1014023,14
"14024",1014024,14
"14025",1014025,5
"14026",1014026,6
"14027",1014027,2
"14028",1014028,7
"14029",1014029,5
"14030",1014030,9
"14031",1014031,3
"14032",1014032,17
"14033",1014033,3
"14034",1014034,1
"14035",1014035,11
"14036",1014036,12
"14037",1014037,14
"14038",1014038,19
"14039",1014039,19
"14040",1014040,10
"14041",1014041,13
"14042",1014042,14
"14043",1014043,3
"14044",1014044,2
"14045",1014045,15
"14046",1014046,2
"14047",1014047,4
"14048",1014048,13
"14049",1014049,8
"14050",1014050,1
"14051",1014051,11
"14052",1014052,17
"14053",1014053,6
"14054",1014054,10
"14055",1014055,14
"14056",1014056,6
"14057",1014057,8
"14058",1014058,2
"14059",1014059,15
"14060",1014060,2
"14061",1014061,7
"14062",1014062,16
"14063",1014063,6
"14064",1014064,15
"14065",1014065,7
"14066",1014066,19
"14067",1014067,19
"14068",1014068,18
"14069",1014069,5
"14070",1014070,1
"14071",1014071,2
"14072",1014072,14
"14073",1014073,13
"14074",1014074,6
"14075",1014075,12
"14076",1014076,5
"14077",1014077,18
"14078",1014078,4
"14079",1014079,14
"14080",1014080,15
"14081",1014081,8
"14082",1014082,19
"14083",1014083,2
"14084",1014084,4
"14085",1014085,17
"14086",1014086,16
"14087",1014087,17
"14088",1014088,13
"14089",1014089,5
"14090",1014090,16
"14091",1014091,10
"14092",1014092,17
"14093",1014093,15
"14094",1014094,16
"14095",1014095,4
"14096",1014096,13
"14097",1014097,16
"14098",1014098,15
"14099",1014099,6
"14100",1014100,13
"14101",1014101,5
"14102",1014102,13
"14103",1014103,5
"14104",1014104,5
"14105",1014105,12
"14106",1014106,6
"14107",1014107,11
"14108",1014108,9
"14109",1014109,16
"14110",1014110,3
"14111",1014111,11
"14112",1014112,15
"14113",1014113,4
"14114",1014114,8
"14115",1014115,13
"14116",1014116,16
"14117",1014117,5
"14118",1014118,16
"14119",1014119,18
"14120",1014120,7
"14121",1014121,11
"14122",1014122,5
"14123",1014123,13
"14124",1014124,8
"14125",1014125,3
"14126",1014126,4
"14127",1014127,3
"14128",1014128,4
"14129",1014129,11
"14130",1014130,14
"14131",1014131,11
"14132",1014132,15
"14133",1014133,6
"14134",1014134,8
"14135",1014135,10
"14136",1014136,17
"14137",1014137,14
"14138",1014138,17
"14139",1014139,16
"14140",1014140,6
"14141",1014141,13
"14142",1014142,13
"14143",1014143,5
"14144",1014144,17
"14145",1014145,4
"14146",1014146,13
"14147",1014147,4
"14148",1014148,8
"14149",1014149,18
"14150",1014150,4
"14151",1014151,1
"14152",1014152,6
"14153",1014153,7
"14154",1014154,12
"14155",1014155,1
"14156",1014156,14
"14157",1014157,14
"14158",1014158,12
"14159",1014159,15
"14160",1014160,10
"14161",1014161,15
"14162",1014162,16
"14163",1014163,3
"14164",1014164,2
"14165",1014165,6
"14166",1014166,16
"14167",1014167,13
"14168",1014168,11
"14169",1014169,13
"14170",1014170,15
"14171",1014171,11
"14172",1014172,13
"14173",1014173,12
"14174",1014174,19
"14175",1014175,17
"14176",1014176,1
"14177",1014177,19
"14178",1014178,12
"14179",1014179,10
"14180",1014180,13
"14181",1014181,3
"14182",1014182,6
"14183",1014183,3
"14184",1014184,8
"14185",1014185,3
"14186",1014186,17
"14187",1014187,7
"14188",1014188,3
"14189",1014189,7
"14190",1014190,2
"14191",1014191,8
"14192",1014192,13
"14193",1014193,3
"14194",1014194,6
"14195",1014195,11
"14196",1014196,10
"14197",1014197,1
"14198",1014198,5
"14199",1014199,17
"14200",1014200,11
"14201",1014201,18
"14202",1014202,8
"14203",1014203,5
"14204",1014204,5
"14205",1014205,5
"14206",1014206,13
"14207",1014207,17
"14208",1014208,19
"14209",1014209,5
"14210",1014210,6
"14211",1014211,4
"14212",1014212,12
"14213",1014213,13
"14214",1014214,17
"14215",1014215,15
"14216",1014216,11
"14217",1014217,13
"14218",1014218,19
"14219",1014219,18
"14220",1014220,4
"14221",1014221,3
"14222",1014222,19
"14223",1014223,13
"14224",1014224,14
"14225",1014225,13
"14226",1014226,9
"14227",1014227,4
"14228",1014228,3
"14229",1014229,16
"14230",1014230,2
"14231",1014231,15
"14232",1014232,6
"14233",1014233,8
"14234",1014234,3
"14235",1014235,19
"14236",1014236,6
"14237",1014237,17
"14238",1014238,13
"14239",1014239,15
"14240",1014240,11
"14241",1014241,11
"14242",1014242,14
"14243",1014243,11
"14244",1014244,18
"14245",1014245,14
"14246",1014246,17
"14247",1014247,16
"14248",1014248,19
"14249",1014249,19
"14250",1014250,12
"14251",1014251,19
"14252",1014252,16
"14253",1014253,6
"14254",1014254,13
"14255",1014255,10
"14256",1014256,13
"14257",1014257,18
"14258",1014258,15
"14259",1014259,8
"14260",1014260,19
"14261",1014261,14
"14262",1014262,5
"14263",1014263,16
"14264",1014264,17
"14265",1014265,11
"14266",1014266,19
"14267",1014267,10
"14268",1014268,2
"14269",1014269,7
"14270",1014270,5
"14271",1014271,12
"14272",1014272,3
"14273",1014273,11
"14274",1014274,11
"14275",1014275,1
"14276",1014276,13
"14277",1014277,8
"14278",1014278,14
"14279",1014279,1
"14280",1014280,6
"14281",1014281,6
"14282",1014282,16
"14283",1014283,11
"14284",1014284,14
"14285",1014285,14
"14286",1014286,8
"14287",1014287,19
"14288",1014288,1
"14289",1014289,13
"14290",1014290,6
"14291",1014291,7
"14292",1014292,16
"14293",1014293,17
"14294",1014294,9
"14295",1014295,5
"14296",1014296,4
"14297",1014297,14
"14298",1014298,12
"14299",1014299,19
"14300",1014300,4
"14301",1014301,15
"14302",1014302,13
"14303",1014303,2
"14304",1014304,13
"14305",1014305,8
"14306",1014306,11
"14307",1014307,13
"14308",1014308,7
"14309",1014309,15
"14310",1014310,13
"14311",1014311,1
"14312",1014312,5
"14313",1014313,10
"14314",1014314,4
"14315",1014315,6
"14316",1014316,13
"14317",1014317,10
"14318",1014318,18
"14319",1014319,10
"14320",1014320,15
"14321",1014321,10
"14322",1014322,4
"14323",1014323,16
"14324",1014324,13
"14325",1014325,11
"14326",1014326,6
"14327",1014327,7
"14328",1014328,19
"14329",1014329,14
"14330",1014330,18
"14331",1014331,18
"14332",1014332,7
"14333",1014333,13
"14334",1014334,10
"14335",1014335,11
"14336",1014336,5
"14337",1014337,9
"14338",1014338,12
"14339",1014339,17
"14340",1014340,19
"14341",1014341,5
"14342",1014342,11
"14343",1014343,16
"14344",1014344,14
"14345",1014345,14
"14346",1014346,15
"14347",1014347,13
"14348",1014348,19
"14349",1014349,18
"14350",1014350,19
"14351",1014351,8
"14352",1014352,3
"14353",1014353,2
"14354",1014354,5
"14355",1014355,13
"14356",1014356,1
"14357",1014357,16
"14358",1014358,14
"14359",1014359,10
"14360",1014360,13
"14361",1014361,5
"14362",1014362,5
"14363",1014363,13
"14364",1014364,15
"14365",1014365,14
"14366",1014366,17
"14367",1014367,14
"14368",1014368,17
"14369",1014369,4
"14370",1014370,16
"14371",1014371,17
"14372",1014372,18
"14373",1014373,8
"14374",1014374,14
"14375",1014375,16
"14376",1014376,1
"14377",1014377,1
"14378",1014378,14
"14379",1014379,6
"14380",1014380,6
"14381",1014381,10
"14382",1014382,2
"14383",1014383,4
"14384",1014384,13
"14385",1014385,13
"14386",1014386,2
"14387",1014387,5
"14388",1014388,11
"14389",1014389,17
"14390",1014390,11
"14391",1014391,8
"14392",1014392,8
"14393",1014393,5
"14394",1014394,2
"14395",1014395,7
"14396",1014396,18
"14397",1014397,2
"14398",1014398,5
"14399",1014399,11
"14400",1014400,14
"14401",1014401,11
"14402",1014402,10
"14403",1014403,11
"14404",1014404,11
"14405",1014405,5
"14406",1014406,2
"14407",1014407,5
"14408",1014408,17
"14409",1014409,1
"14410",1014410,5
"14411",1014411,19
"14412",1014412,15
"14413",1014413,14
"14414",1014414,19
"14415",1014415,14
"14416",1014416,10
"14417",1014417,6
"14418",1014418,3
"14419",1014419,4
"14420",1014420,13
"14421",1014421,14
"14422",1014422,17
"14423",1014423,13
"14424",1014424,17
"14425",1014425,10
"14426",1014426,2
"14427",1014427,14
"14428",1014428,3
"14429",1014429,6
"14430",1014430,16
"14431",1014431,5
"14432",1014432,13
"14433",1014433,17
"14434",1014434,13
"14435",1014435,19
"14436",1014436,13
"14437",1014437,8
"14438",1014438,3
"14439",1014439,13
"14440",1014440,16
"14441",1014441,4
"14442",1014442,13
"14443",1014443,19
"14444",1014444,17
"14445",1014445,11
"14446",1014446,6
"14447",1014447,10
"14448",1014448,6
"14449",1014449,8
"14450",1014450,3
"14451",1014451,11
"14452",1014452,4
"14453",1014453,13
"14454",1014454,13
"14455",1014455,12
"14456",1014456,6
"14457",1014457,1
"14458",1014458,8
"14459",1014459,11
"14460",1014460,18
"14461",1014461,14
"14462",1014462,7
"14463",1014463,7
"14464",1014464,2
"14465",1014465,1
"14466",1014466,4
"14467",1014467,3
"14468",1014468,7
"14469",1014469,1
"14470",1014470,6
"14471",1014471,13
"14472",1014472,13
"14473",1014473,17
"14474",1014474,5
"14475",1014475,14
"14476",1014476,15
"14477",1014477,13
"14478",1014478,13
"14479",1014479,14
"14480",1014480,5
"14481",1014481,16
"14482",1014482,16
"14483",1014483,4
"14484",1014484,13
"14485",1014485,5
"14486",1014486,14
"14487",1014487,16
"14488",1014488,6
"14489",1014489,8
"14490",1014490,7
"14491",1014491,19
"14492",1014492,16
"14493",1014493,3
"14494",1014494,5
"14495",1014495,6
"14496",1014496,19
"14497",1014497,13
"14498",1014498,13
"14499",1014499,7
"14500",1014500,12
"14501",1014501,2
"14502",1014502,1
"14503",1014503,16
"14504",1014504,8
"14505",1014505,1
"14506",1014506,13
"14507",1014507,11
"14508",1014508,5
"14509",1014509,15
"14510",1014510,14
"14511",1014511,8
"14512",1014512,4
"14513",1014513,2
"14514",1014514,13
"14515",1014515,1
"14516",1014516,6
"14517",1014517,4
"14518",1014518,10
"14519",1014519,3
"14520",1014520,4
"14521",1014521,14
"14522",1014522,11
"14523",1014523,16
"14524",1014524,1
"14525",1014525,16
"14526",1014526,16
"14527",1014527,15
"14528",1014528,13
"14529",1014529,11
"14530",1014530,7
"14531",1014531,15
"14532",1014532,13
"14533",1014533,12
"14534",1014534,13
"14535",1014535,12
"14536",1014536,8
"14537",1014537,19
"14538",1014538,16
"14539",1014539,4
"14540",1014540,11
"14541",1014541,11
"14542",1014542,11
"14543",1014543,11
"14544",1014544,19
"14545",1014545,13
"14546",1014546,6
"14547",1014547,19
"14548",1014548,16
"14549",1014549,6
"14550",1014550,5
"14551",1014551,17
"14552",1014552,13
"14553",1014553,15
"14554",1014554,16
"14555",1014555,16
"14556",1014556,16
"14557",1014557,1
"14558",1014558,5
"14559",1014559,11
"14560",1014560,13
"14561",1014561,17
"14562",1014562,19
"14563",1014563,2
"14564",1014564,15
"14565",1014565,1
"14566",1014566,7
"14567",1014567,19
"14568",1014568,1
"14569",1014569,4
"14570",1014570,7
"14571",1014571,5
"14572",1014572,10
"14573",1014573,4
"14574",1014574,18
"14575",1014575,7
"14576",1014576,13
"14577",1014577,8
"14578",1014578,16
"14579",1014579,19
"14580",1014580,7
"14581",1014581,16
"14582",1014582,18
"14583",1014583,3
"14584",1014584,15
"14585",1014585,8
"14586",1014586,19
"14587",1014587,10
"14588",1014588,12
"14589",1014589,5
"14590",1014590,11
"14591",1014591,13
"14592",1014592,13
"14593",1014593,13
"14594",1014594,12
"14595",1014595,13
"14596",1014596,13
"14597",1014597,17
"14598",1014598,13
"14599",1014599,13
"14600",1014600,14
"14601",1014601,15
"14602",1014602,11
"14603",1014603,14
"14604",1014604,13
"14605",1014605,11
"14606",1014606,14
"14607",1014607,3
"14608",1014608,11
"14609",1014609,3
"14610",1014610,19
"14611",1014611,3
"14612",1014612,17
"14613",1014613,10
"14614",1014614,15
"14615",1014615,11
"14616",1014616,12
"14617",1014617,10
"14618",1014618,10
"14619",1014619,8
"14620",1014620,12
"14621",1014621,2
"14622",1014622,2
"14623",1014623,2
"14624",1014624,5
"14625",1014625,16
"14626",1014626,19
"14627",1014627,5
"14628",1014628,3
"14629",1014629,2
"14630",1014630,19
"14631",1014631,4
"14632",1014632,13
"14633",1014633,5
"14634",1014634,6
"14635",1014635,8
"14636",1014636,6
"14637",1014637,2
"14638",1014638,5
"14639",1014639,5
"14640",1014640,14
"14641",1014641,14
"14642",1014642,4
"14643",1014643,6
"14644",1014644,14
"14645",1014645,13
"14646",1014646,5
"14647",1014647,13
"14648",1014648,13
"14649",1014649,14
"14650",1014650,16
"14651",1014651,17
"14652",1014652,13
"14653",1014653,5
"14654",1014654,19
"14655",1014655,9
"14656",1014656,10
"14657",1014657,16
"14658",1014658,13
"14659",1014659,11
"14660",1014660,8
"14661",1014661,3
"14662",1014662,8
"14663",1014663,5
"14664",1014664,11
"14665",1014665,9
"14666",1014666,4
"14667",1014667,11
"14668",1014668,6
"14669",1014669,16
"14670",1014670,17
"14671",1014671,7
"14672",1014672,16
"14673",1014673,5
"14674",1014674,19
"14675",1014675,16
"14676",1014676,12
"14677",1014677,16
"14678",1014678,4
"14679",1014679,16
"14680",1014680,8
"14681",1014681,3
"14682",1014682,15
"14683",1014683,8
"14684",1014684,10
"14685",1014685,5
"14686",1014686,8
"14687",1014687,8
"14688",1014688,9
"14689",1014689,1
"14690",1014690,17
"14691",1014691,5
"14692",1014692,8
"14693",1014693,1
"14694",1014694,12
"14695",1014695,2
"14696",1014696,17
"14697",1014697,10
"14698",1014698,12
"14699",1014699,3
"14700",1014700,12
"14701",1014701,7
"14702",1014702,13
"14703",1014703,19
"14704",1014704,7
"14705",1014705,10
"14706",1014706,19
"14707",1014707,10
"14708",1014708,19
"14709",1014709,12
"14710",1014710,12
"14711",1014711,11
"14712",1014712,10
"14713",1014713,19
"14714",1014714,15
"14715",1014715,5
"14716",1014716,3
"14717",1014717,14
"14718",1014718,3
"14719",1014719,12
"14720",1014720,16
"14721",1014721,5
"14722",1014722,2
"14723",1014723,12
"14724",1014724,8
"14725",1014725,4
"14726",1014726,10
"14727",1014727,13
"14728",1014728,12
"14729",1014729,17
"14730",1014730,12
"14731",1014731,18
"14732",1014732,13
"14733",1014733,19
"14734",1014734,16
"14735",1014735,11
"14736",1014736,16
"14737",1014737,8
"14738",1014738,13
"14739",1014739,11
"14740",1014740,2
"14741",1014741,14
"14742",1014742,8
"14743",1014743,10
"14744",1014744,16
"14745",1014745,9
"14746",1014746,2
"14747",1014747,14
"14748",1014748,2
"14749",1014749,6
"14750",1014750,3
"14751",1014751,9
"14752",1014752,1
"14753",1014753,5
"14754",1014754,1
"14755",1014755,19
"14756",1014756,16
"14757",1014757,7
"14758",1014758,5
"14759",1014759,11
"14760",1014760,15
"14761",1014761,18
"14762",1014762,19
"14763",1014763,9
"14764",1014764,16
"14765",1014765,10
"14766",1014766,8
"14767",1014767,8
"14768",1014768,19
"14769",1014769,19
"14770",1014770,7
"14771",1014771,12
"14772",1014772,10
"14773",1014773,8
"14774",1014774,2
"14775",1014775,11
"14776",1014776,4
"14777",1014777,6
"14778",1014778,15
"14779",1014779,3
"14780",1014780,17
"14781",1014781,11
"14782",1014782,6
"14783",1014783,2
"14784",1014784,14
"14785",1014785,5
"14786",1014786,13
"14787",1014787,13
"14788",1014788,16
"14789",1014789,7
"14790",1014790,10
"14791",1014791,1
"14792",1014792,13
"14793",1014793,3
"14794",1014794,6
"14795",1014795,13
"14796",1014796,4
"14797",1014797,3
"14798",1014798,8
"14799",1014799,11
"14800",1014800,11
"14801",1014801,13
"14802",1014802,17
"14803",1014803,16
"14804",1014804,11
"14805",1014805,16
"14806",1014806,13
"14807",1014807,13
"14808",1014808,11
"14809",1014809,6
"14810",1014810,11
"14811",1014811,17
"14812",1014812,13
"14813",1014813,6
"14814",1014814,1
"14815",1014815,13
"14816",1014816,18
"14817",1014817,1
"14818",1014818,19
"14819",1014819,16
"14820",1014820,13
"14821",1014821,6
"14822",1014822,13
"14823",1014823,11
"14824",1014824,19
"14825",1014825,16
"14826",1014826,1
"14827",1014827,16
"14828",1014828,2
"14829",1014829,12
"14830",1014830,2
"14831",1014831,3
"14832",1014832,18
"14833",1014833,13
"14834",1014834,11
"14835",1014835,14
"14836",1014836,17
"14837",1014837,5
"14838",1014838,5
"14839",1014839,8
"14840",1014840,14
"14841",1014841,14
"14842",1014842,18
"14843",1014843,4
"14844",1014844,9
"14845",1014845,2
"14846",1014846,2
"14847",1014847,6
"14848",1014848,19
"14849",1014849,13
"14850",1014850,18
"14851",1014851,13
"14852",1014852,19
"14853",1014853,12
"14854",1014854,5
"14855",1014855,1
"14856",1014856,10
"14857",1014857,11
"14858",1014858,10
"14859",1014859,13
"14860",1014860,17
"14861",1014861,19
"14862",1014862,16
"14863",1014863,6
"14864",1014864,14
"14865",1014865,5
"14866",1014866,16
"14867",1014867,7
"14868",1014868,19
"14869",1014869,11
"14870",1014870,13
"14871",1014871,6
"14872",1014872,5
"14873",1014873,18
"14874",1014874,5
"14875",1014875,16
"14876",1014876,11
"14877",1014877,13
"14878",1014878,8
"14879",1014879,4
"14880",1014880,9
"14881",1014881,12
"14882",1014882,10
"14883",1014883,17
"14884",1014884,10
"14885",1014885,17
"14886",1014886,4
"14887",1014887,17
"14888",1014888,13
"14889",1014889,15
"14890",1014890,10
"14891",1014891,12
"14892",1014892,4
"14893",1014893,14
"14894",1014894,5
"14895",1014895,8
"14896",1014896,4
"14897",1014897,8
"14898",1014898,17
"14899",1014899,17
"14900",1014900,7
"14901",1014901,2
"14902",1014902,3
"14903",1014903,14
"14904",1014904,2
"14905",1014905,13
"14906",1014906,11
"14907",1014907,18
"14908",1014908,2
"14909",1014909,1
"14910",1014910,3
"14911",1014911,14
"14912",1014912,17
"14913",1014913,17
"14914",1014914,6
"14915",1014915,17
"14916",1014916,19
"14917",1014917,6
"14918",1014918,10
"14919",1014919,5
"14920",1014920,19
"14921",1014921,7
"14922",1014922,12
"14923",1014923,4
"14924",1014924,15
"14925",1014925,1
"14926",1014926,11
"14927",1014927,19
"14928",1014928,15
"14929",1014929,19
"14930",1014930,15
"14931",1014931,2
"14932",1014932,11
"14933",1014933,10
"14934",1014934,18
"14935",1014935,17
"14936",1014936,2
"14937",1014937,13
"14938",1014938,3
"14939",1014939,4
"14940",1014940,13
"14941",1014941,9
"14942",1014942,5
"14943",1014943,13
"14944",1014944,7
"14945",1014945,14
"14946",1014946,11
"14947",1014947,7
"14948",1014948,4
"14949",1014949,14
"14950",1014950,1
"14951",1014951,2
"14952",1014952,19
"14953",1014953,10
"14954",1014954,13
"14955",1014955,12
"14956",1014956,6
"14957",1014957,12
"14958",1014958,6
"14959",1014959,16
"14960",1014960,16
"14961",1014961,4
"14962",1014962,3
"14963",1014963,12
"14964",1014964,4
"14965",1014965,13
"14966",1014966,17
"14967",1014967,11
"14968",1014968,8
"14969",1014969,4
"14970",1014970,5
"14971",1014971,12
"14972",1014972,2
"14973",1014973,18
"14974",1014974,15
"14975",1014975,17
"14976",1014976,8
"14977",1014977,8
"14978",1014978,5
"14979",1014979,19
"14980",1014980,19
"14981",1014981,2
"14982",1014982,17
"14983",1014983,16
"14984",1014984,12
"14985",1014985,13
"14986",1014986,19
"14987",1014987,14
"14988",1014988,2
"14989",1014989,16
"14990",1014990,13
"14991",1014991,5
"14992",1014992,4
"14993",1014993,11
"14994",1014994,9
"14995",1014995,17
"14996",1014996,5
"14997",1014997,17
"14998",1014998,13
"14999",1014999,9
"15000",1015000,19
"15001",1015001,15
"15002",1015002,11
"15003",1015003,17
"15004",1015004,6
"15005",1015005,3
"15006",1015006,6
"15007",1015007,13
"15008",1015008,2
"15009",1015009,12
"15010",1015010,13
"15011",1015011,5
"15012",1015012,12
"15013",1015013,8
"15014",1015014,19
"15015",1015015,7
"15016",1015016,5
"15017",1015017,1
"15018",1015018,14
"15019",1015019,13
"15020",1015020,11
"15021",1015021,8
"15022",1015022,1
"15023",1015023,2
"15024",1015024,14
"15025",1015025,10
"15026",1015026,16
"15027",1015027,2
"15028",1015028,11
"15029",1015029,17
"15030",1015030,16
"15031",1015031,12
"15032",1015032,4
"15033",1015033,6
"15034",1015034,14
"15035",1015035,3
"15036",1015036,12
"15037",1015037,10
"15038",1015038,14
"15039",1015039,15
"15040",1015040,18
"15041",1015041,5
"15042",1015042,13
"15043",1015043,15
"15044",1015044,17
"15045",1015045,11
"15046",1015046,13
"15047",1015047,6
"15048",1015048,8
"15049",1015049,19
"15050",1015050,10
"15051",1015051,4
"15052",1015052,4
"15053",1015053,17
"15054",1015054,13
"15055",1015055,19
"15056",1015056,5
"15057",1015057,12
"15058",1015058,6
"15059",1015059,3
"15060",1015060,10
"15061",1015061,13
"15062",1015062,7
"15063",1015063,12
"15064",1015064,6
"15065",1015065,15
"15066",1015066,8
"15067",1015067,14
"15068",1015068,17
"15069",1015069,17
"15070",1015070,6
"15071",1015071,18
"15072",1015072,13
"15073",1015073,11
"15074",1015074,9
"15075",1015075,8
"15076",1015076,12
"15077",1015077,10
"15078",1015078,19
"15079",1015079,15
"15080",1015080,2
"15081",1015081,12
"15082",1015082,18
"15083",1015083,13
"15084",1015084,13
"15085",1015085,13
"15086",1015086,9
"15087",1015087,17
"15088",1015088,5
"15089",1015089,5
"15090",1015090,18
"15091",1015091,8
"15092",1015092,4
"15093",1015093,2
"15094",1015094,16
"15095",1015095,12
"15096",1015096,11
"15097",1015097,14
"15098",1015098,12
"15099",1015099,7
"15100",1015100,8
"15101",1015101,11
"15102",1015102,13
"15103",1015103,19
"15104",1015104,11
"15105",1015105,18
"15106",1015106,19
"15107",1015107,1
"15108",1015108,2
"15109",1015109,1
"15110",1015110,15
"15111",1015111,19
"15112",1015112,13
"15113",1015113,6
"15114",1015114,2
"15115",1015115,13
"15116",1015116,13
"15117",1015117,13
"15118",1015118,7
"15119",1015119,12
"15120",1015120,13
"15121",1015121,17
"15122",1015122,6
"15123",1015123,1
"15124",1015124,12
"15125",1015125,2
"15126",1015126,14
"15127",1015127,10
"15128",1015128,13
"15129",1015129,15
"15130",1015130,19
"15131",1015131,16
"15132",1015132,10
"15133",1015133,11
"15134",1015134,11
"15135",1015135,8
"15136",1015136,16
"15137",1015137,10
"15138",1015138,12
"15139",1015139,13
"15140",1015140,2
"15141",1015141,4
"15142",1015142,5
"15143",1015143,17
"15144",1015144,14
"15145",1015145,2
"15146",1015146,10
"15147",1015147,19
"15148",1015148,5
"15149",1015149,16
"15150",1015150,18
"15151",1015151,2
"15152",1015152,4
"15153",1015153,13
"15154",1015154,18
"15155",1015155,17
"15156",1015156,11
"15157",1015157,7
"15158",1015158,3
"15159",1015159,8
"15160",1015160,17
"15161",1015161,13
"15162",1015162,2
"15163",1015163,4
"15164",1015164,8
"15165",1015165,13
"15166",1015166,15
"15167",1015167,6
"15168",1015168,1
"15169",1015169,8
"15170",1015170,17
"15171",1015171,11
"15172",1015172,7
"15173",1015173,3
"15174",1015174,17
"15175",1015175,14
"15176",1015176,16
"15177",1015177,13
"15178",1015178,17
"15179",1015179,14
"15180",1015180,13
"15181",1015181,8
"15182",1015182,4
"15183",1015183,10
"15184",1015184,13
"15185",1015185,10
"15186",1015186,15
"15187",1015187,13
"15188",1015188,9
"15189",1015189,19
"15190",1015190,8
"15191",1015191,7
"15192",1015192,5
"15193",1015193,8
"15194",1015194,2
"15195",1015195,18
"15196",1015196,17
"15197",1015197,19
"15198",1015198,17
"15199",1015199,4
"15200",1015200,15
"15201",1015201,15
"15202",1015202,19
"15203",1015203,13
"15204",1015204,16
"15205",1015205,14
"15206",1015206,1
"15207",1015207,7
"15208",1015208,5
"15209",1015209,13
"15210",1015210,8
"15211",1015211,18
"15212",1015212,10
"15213",1015213,8
"15214",1015214,10
"15215",1015215,12
"15216",1015216,14
"15217",1015217,13
"15218",1015218,17
"15219",1015219,10
"15220",1015220,19
"15221",1015221,2
"15222",1015222,19
"15223",1015223,16
"15224",1015224,16
"15225",1015225,19
"15226",1015226,16
"15227",1015227,14
"15228",1015228,4
"15229",1015229,9
"15230",1015230,2
"15231",1015231,18
"15232",1015232,6
"15233",1015233,4
"15234",1015234,18
"15235",1015235,18
"15236",1015236,17
"15237",1015237,7
"15238",1015238,11
"15239",1015239,7
"15240",1015240,9
"15241",1015241,10
"15242",1015242,14
"15243",1015243,8
"15244",1015244,1
"15245",1015245,15
"15246",1015246,11
"15247",1015247,6
"15248",1015248,2
"15249",1015249,15
"15250",1015250,7
"15251",1015251,15
"15252",1015252,2
"15253",1015253,17
"15254",1015254,11
"15255",1015255,13
"15256",1015256,8
"15257",1015257,16
"15258",1015258,19
"15259",1015259,13
"15260",1015260,8
"15261",1015261,19
"15262",1015262,11
"15263",1015263,12
"15264",1015264,7
"15265",1015265,3
"15266",1015266,11
"15267",1015267,5
"15268",1015268,6
"15269",1015269,19
"15270",1015270,11
"15271",1015271,16
"15272",1015272,12
"15273",1015273,19
"15274",1015274,8
"15275",1015275,10
"15276",1015276,2
"15277",1015277,3
"15278",1015278,19
"15279",1015279,2
"15280",1015280,13
"15281",1015281,7
"15282",1015282,13
"15283",1015283,13
"15284",1015284,15
"15285",1015285,17
"15286",1015286,15
"15287",1015287,4
"15288",1015288,4
"15289",1015289,17
"15290",1015290,10
"15291",1015291,5
"15292",1015292,13
"15293",1015293,13
"15294",1015294,11
"15295",1015295,11
"15296",1015296,19
"15297",1015297,13
"15298",1015298,13
"15299",1015299,10
"15300",1015300,14
"15301",1015301,1
"15302",1015302,2
"15303",1015303,19
"15304",1015304,19
"15305",1015305,13
"15306",1015306,5
"15307",1015307,17
"15308",1015308,14
"15309",1015309,12
"15310",1015310,4
"15311",1015311,8
"15312",1015312,13
"15313",1015313,15
"15314",1015314,10
"15315",1015315,13
"15316",1015316,6
"15317",1015317,11
"15318",1015318,13
"15319",1015319,3
"15320",1015320,13
"15321",1015321,13
"15322",1015322,5
"15323",1015323,13
"15324",1015324,17
"15325",1015325,13
"15326",1015326,19
"15327",1015327,6
"15328",1015328,4
"15329",1015329,5
"15330",1015330,19
"15331",1015331,1
"15332",1015332,14
"15333",1015333,12
"15334",1015334,5
"15335",1015335,5
"15336",1015336,3
"15337",1015337,19
"15338",1015338,14
"15339",1015339,2
"15340",1015340,5
"15341",1015341,5
"15342",1015342,13
"15343",1015343,10
"15344",1015344,10
"15345",1015345,9
"15346",1015346,14
"15347",1015347,8
"15348",1015348,10
"15349",1015349,12
"15350",1015350,10
"15351",1015351,18
"15352",1015352,5
"15353",1015353,4
"15354",1015354,19
"15355",1015355,13
"15356",1015356,2
"15357",1015357,13
"15358",1015358,1
"15359",1015359,6
"15360",1015360,5
"15361",1015361,11
"15362",1015362,14
"15363",1015363,14
"15364",1015364,5
"15365",1015365,19
"15366",1015366,17
"15367",1015367,5
"15368",1015368,13
"15369",1015369,12
"15370",1015370,5
"15371",1015371,13
"15372",1015372,13
"15373",1015373,11
"15374",1015374,1
"15375",1015375,18
"15376",1015376,4
"15377",1015377,19
"15378",1015378,15
"15379",1015379,3
"15380",1015380,5
"15381",1015381,11
"15382",1015382,11
"15383",1015383,19
"15384",1015384,4
"15385",1015385,11
"15386",1015386,17
"15387",1015387,6
"15388",1015388,13
"15389",1015389,1
"15390",1015390,6
"15391",1015391,19
"15392",1015392,4
"15393",1015393,3
"15394",1015394,12
"15395",1015395,5
"15396",1015396,6
"15397",1015397,9
"15398",1015398,5
"15399",1015399,8
"15400",1015400,9
"15401",1015401,1
"15402",1015402,7
"15403",1015403,4
"15404",1015404,18
"15405",1015405,15
"15406",1015406,17
"15407",1015407,3
"15408",1015408,13
"15409",1015409,18
"15410",1015410,17
"15411",1015411,13
"15412",1015412,16
"15413",1015413,7
"15414",1015414,13
"15415",1015415,12
"15416",1015416,4
"15417",1015417,4
"15418",1015418,15
"15419",1015419,7
"15420",1015420,12
