transaction_id,transaction_amount_usd,transaction_hour,distance_from_home_miles,is_foreign_transaction,transactions_last_24h,merchant_risk_score,fraud
T02798,410.91,17,7.2,0,1,36.1,Not Fraud
T04160,9.36,1,122.5,1,3,7.9,Not Fraud
T04096,16.79,19,131.9,0,5,18.2,Not Fraud
T02346,91.22,13,302.6,1,5,26.5,Fraud
T04529,59.37,3,10.2,0,3,21.7,Not Fraud
T03151,86.58,8,4.2,0,3,16.5,Not Fraud
T04463,14.63,23,51.2,0,2,47.8,Not Fraud
T03958,14.81,23,3,0,1,31.7,Not Fraud
T03774,301.02,0,0.7,0,2,26.7,Not Fraud
T04661,11.61,8,3,0,1,27.5,Not Fraud
T04640,5.69,14,8.2,0,1,37.3,Not Fraud
T01107,30.75,9,27.2,0,0,40.1,Not Fraud
T03867,21.02,22,61.2,0,1,32.5,Fraud
T00409,38.51,19,1.8,0,2,49.6,Not Fraud
T04703,29.99,10,5.2,0,1,18.5,Not Fraud
T00859,42.79,17,24.8,0,3,22.7,Not Fraud
T00760,17.28,22,31,0,1,16.6,Not Fraud
T05000,21.11,18,2.7,0,2,11.4,Not Fraud
T03971,11.71,13,12.9,0,4,55.4,Not Fraud
T00194,4.03,5,5.6,0,4,64.2,Fraud
T03097,32.53,17,0.3,0,4,61.9,Not Fraud
T04669,90.89,11,16.9,0,1,10.8,Not Fraud
T04008,291.92,7,60.4,0,1,27.7,Not Fraud
T03140,60.82,8,28.2,0,2,17.8,Not Fraud
T01738,2.72,6,13.4,0,1,38.4,Fraud
T01584,9.44,2,59.1,0,1,35,Not Fraud
T02838,6.49,16,7.2,0,1,5.3,Not Fraud
T01843,20.28,2,14.5,0,1,19.3,Not Fraud
T03654,29.17,3,103.5,1,1,23.3,Fraud
T01158,259.26,3,0.8,0,1,38.5,Fraud
T02765,13.8,9,4.7,0,3,22.8,Not Fraud
T04536,30.92,17,6.8,0,3,7,Not Fraud
T03721,57.4,6,12.5,0,4,36.3,Not Fraud
T03728,59.58,22,18.4,0,2,7.7,Not Fraud
T03361,24.84,4,3.9,0,6,25,Not Fraud
T00166,47.97,18,34.3,0,8,38.8,Fraud
T00975,68.61,12,10,0,4,9.1,Not Fraud
T03087,22.65,11,4.7,1,1,36.5,Fraud
T02983,71.63,5,2.4,0,8,43.8,Not Fraud
T03999,19.39,5,4.5,0,3,24.5,Not Fraud
T03195,118.67,9,8.4,0,3,22.4,Not Fraud
T01112,17.12,4,2.8,0,3,20.5,Not Fraud
T01131,3.93,22,3.6,0,3,27.2,Not Fraud
T04354,5.31,7,85.1,0,2,19.6,Not Fraud
T00087,56.63,18,7.1,0,1,20.9,Not Fraud
T02172,66.19,14,2.9,0,4,39.9,Not Fraud
T03206,24.11,7,5,0,3,35.7,Not Fraud
T04132,30.83,23,9,0,0,6.1,Not Fraud
T01728,37.86,21,9.9,0,1,28.2,Not Fraud
T01269,15.08,20,33,0,1,60.5,Not Fraud
T03648,43.77,4,8.6,0,4,32.3,Not Fraud
T01549,129.17,22,66.9,0,1,17.8,Not Fraud
T02418,45.24,5,2.1,0,0,16.5,Not Fraud
T04468,75.92,23,41.8,0,0,28.1,Not Fraud
T04278,108.3,8,62.3,1,3,32.9,Not Fraud
T04504,17.32,6,7.5,0,5,34.1,Not Fraud
T00476,92.36,4,56.8,0,3,4.3,Not Fraud
T04493,31.79,17,1.1,1,3,2.1,Not Fraud
T04558,16.17,16,11.6,0,1,12.7,Not Fraud
T00832,26.66,1,9,0,5,14,Not Fraud
T04959,5.08,2,4.6,1,0,10.8,Not Fraud
T04449,9.27,15,314.4,0,3,2.6,Fraud
T00539,10.61,5,51.7,0,2,26.9,Not Fraud
T01659,16.4,20,5,1,5,17.5,Not Fraud
T03153,11.41,4,16,1,2,21.9,Fraud
T03125,42.2,9,33,0,2,44.6,Not Fraud
T04935,48.69,11,2.2,0,6,63.8,Not Fraud
T03106,6.06,1,7.3,0,3,12.4,Not Fraud
T00552,188.72,3,2.9,0,3,38.5,Not Fraud
T02650,36.49,4,38.1,0,3,40.9,Not Fraud
T03111,22.15,18,57,0,1,14,Not Fraud
T00497,78.96,7,8.7,1,2,12.1,Not Fraud
T00900,17.51,0,17.5,0,3,45.6,Not Fraud
T04455,14.68,2,6.2,0,4,30.7,Not Fraud
T01861,74.76,23,7.3,0,4,27.3,Not Fraud
T04066,40.36,19,2.5,0,0,33.9,Not Fraud
T00999,35.91,11,9.4,0,6,19.5,Not Fraud
T01681,26.66,12,1.5,0,3,47.1,Not Fraud
T04287,6.23,20,10.7,1,2,33.5,Not Fraud
T03456,18.15,2,3.8,0,2,34.8,Not Fraud
T04699,46.67,5,25.4,1,1,9.8,Not Fraud
T00147,39.71,6,7.9,0,4,5.1,Not Fraud
T00334,504.93,18,0.5,0,0,18.8,Not Fraud
T04213,151.73,16,3.2,0,1,16.2,Not Fraud
T04962,27.23,10,14.2,0,3,12,Not Fraud
T03162,5.49,12,55.8,0,2,24.7,Not Fraud
T04696,7.34,13,8.6,0,5,30.6,Not Fraud
T04678,20.17,21,8.6,0,0,35.3,Not Fraud
T03861,102.58,11,12.8,0,1,33.7,Not Fraud
T02101,30.74,22,64.5,0,4,5.5,Not Fraud
T01079,33.31,3,76.7,0,0,28.9,Not Fraud
T02049,75.85,17,2.9,0,1,14.3,Not Fraud
T00517,30.28,8,4,0,2,27.9,Not Fraud
T04901,10.49,12,14.9,0,3,51.5,Not Fraud
T04052,5.45,22,33,0,0,26.7,Not Fraud
T01961,21.6,10,5.8,0,3,20.7,Not Fraud
T03854,54.13,4,3.1,0,2,42.4,Not Fraud
T01979,9.14,15,49.4,0,2,35.8,Not Fraud
T03707,100.39,12,14.7,0,2,19.8,Not Fraud
T00809,43.88,20,8.3,0,3,44.5,Not Fraud
T04838,96.53,12,12.2,0,2,26.7,Not Fraud
T00704,20.07,14,2.8,0,4,19.2,Not Fraud
T03768,41.51,22,1.2,0,0,14.6,Not Fraud
T01464,147.92,13,11.2,0,0,29.6,Not Fraud
T02438,103.47,22,15.9,0,10,41.6,Not Fraud
T01504,274.21,17,8.8,0,3,29.3,Not Fraud
T02510,96.69,16,23.5,0,4,18.7,Fraud
T03550,197.99,23,1,0,5,62.4,Fraud
T00359,16.89,20,4.6,0,1,14.7,Not Fraud
T01683,20.67,12,24.1,0,4,29.3,Fraud
T01972,14.64,21,2.7,0,0,45.7,Not Fraud
T04547,83.65,7,62.2,0,0,20.9,Not Fraud
T02759,35.81,17,2.8,0,3,62.5,Fraud
T00152,42.93,6,8.1,0,3,53.9,Not Fraud
T00856,76.13,3,146.3,0,4,44,Fraud
T01365,33.51,5,1,0,0,22.5,Not Fraud
T02576,34.19,14,63.1,0,1,10.4,Not Fraud
T03469,44.74,22,36.7,0,2,7.2,Not Fraud
T01905,32.11,14,35.3,0,3,22.8,Not Fraud
T01886,9.07,5,8.5,0,4,15.9,Not Fraud
T03161,30.87,1,17.6,0,4,52.8,Fraud
T02043,308.76,8,6.5,0,2,41.6,Fraud
T04656,24.24,21,2.5,0,4,38.2,Not Fraud
T01837,9.99,13,2.8,0,0,2.8,Not Fraud
T00410,1.75,18,3.9,0,3,32.2,Not Fraud
T00240,49.93,2,30.2,0,1,31.6,Not Fraud
T03993,174.94,5,28.2,0,2,22.6,Not Fraud
T00123,117.03,17,108.4,0,1,38.7,Not Fraud
T04476,21.77,9,49.5,0,1,14.6,Not Fraud
T00933,35.9,13,13.3,0,3,13.4,Not Fraud
T04633,216.38,4,10.5,0,4,17,Not Fraud
T03004,4.3,16,12.7,0,3,30.9,Not Fraud
T02591,31.11,19,9.9,0,2,24.5,Not Fraud
T01492,6.83,16,23.3,0,0,38.6,Not Fraud
T03791,37.51,17,8,0,3,44.7,Not Fraud
T03167,59.45,22,6.5,0,1,21.6,Not Fraud
T00297,18.34,12,26.3,0,3,41.9,Not Fraud
T00944,54.33,13,141.1,0,1,12.3,Not Fraud
T03595,214.49,7,8.5,0,1,37.8,Not Fraud
T02560,22.79,15,7.2,0,4,33.3,Not Fraud
T02994,62.14,9,30.5,0,1,61.3,Fraud
T00590,1.12,3,6.9,0,3,17.4,Fraud
T03398,57.9,13,19.9,0,2,40,Not Fraud
T02372,303.34,7,0.5,0,3,36.1,Not Fraud
T02569,8.04,23,133.9,0,3,43.5,Not Fraud
T01812,22.09,1,49.9,0,3,19.5,Not Fraud
T02242,44.1,5,5.1,0,0,22.2,Not Fraud
T04462,28.27,6,4.8,0,5,5.2,Fraud
T01159,66.31,14,2.4,0,1,47.5,Not Fraud
T00005,101.43,8,28.3,0,3,11.5,Not Fraud
T00182,17.14,15,11.8,0,1,25.4,Not Fraud
T00504,37.92,1,0.6,0,2,43.5,Not Fraud
T02618,23.74,9,6.8,0,1,3.3,Fraud
T00584,33.51,11,139.8,0,1,14.6,Fraud
T00599,8.55,16,12.6,0,1,24.8,Not Fraud
T03253,26.66,9,43.2,0,1,22,Not Fraud
T01039,390.05,7,47.5,1,1,42.8,Not Fraud
T02589,11.93,2,23.8,0,2,37.1,Not Fraud
T04782,65.93,14,8.3,0,1,32.1,Not Fraud
T04763,32.86,19,2.5,0,2,32.6,Fraud
T01798,130.93,21,32,0,3,34,Not Fraud
T01749,42.5,10,12.8,0,1,27.8,Not Fraud
T01761,69.56,15,3.4,0,3,29,Not Fraud
T02794,45.68,13,82,1,3,33.6,Not Fraud
T00425,27.39,13,55,0,3,53.8,Not Fraud
T02917,144.97,0,16.4,0,1,11.9,Not Fraud
T04430,18.18,20,26.8,0,1,23.8,Not Fraud
T03099,104,1,23.5,0,0,14.6,Not Fraud
T00633,3.28,11,0.2,0,2,37.4,Fraud
T02420,5.06,14,3.1,0,0,42.9,Not Fraud
T04651,17.98,16,15,0,6,24.2,Not Fraud
T01005,18.5,21,5.7,0,1,7.1,Not Fraud
T01976,25.37,0,153.1,0,0,3.6,Fraud
T00771,4.26,8,21.5,0,2,36.3,Not Fraud
T04974,66.88,8,16.6,0,1,61.1,Not Fraud
T00348,10.89,4,6.1,0,1,17.2,Not Fraud
T01664,158.85,4,28.3,0,6,61.4,Not Fraud
T04337,123.28,23,1.4,0,1,68.8,Not Fraud
T01806,16.23,16,138,0,2,30.9,Not Fraud
T01060,54.21,8,30.5,0,2,14.6,Fraud
T00314,8.04,8,5.8,0,1,19.5,Not Fraud
T00806,29.74,11,1.1,0,1,46.6,Not Fraud
T00073,52.46,7,3.5,0,0,47.7,Not Fraud
T01959,9.84,5,0.5,0,3,45,Not Fraud
T01567,38.2,10,19.1,0,2,31.5,Not Fraud
T01402,9.29,6,12.8,0,3,4.3,Not Fraud
T01629,15.74,14,48.8,0,3,10.5,Not Fraud
T02456,6.99,15,2.6,0,0,26.1,Not Fraud
T01304,5.79,14,9.5,0,0,33.7,Not Fraud
T02859,15.02,23,33.8,0,4,17,Not Fraud
T03408,16.09,2,2,0,1,36.3,Not Fraud
T03048,15.91,10,3,0,2,17.9,Not Fraud
T01300,145.5,14,4.3,0,4,4.9,Not Fraud
T02923,6.28,2,3,0,3,28.8,Not Fraud
T01233,10.16,7,15.2,0,2,16.2,Not Fraud
T02932,21.83,19,1.2,0,4,18.1,Not Fraud
T03359,36.76,23,2.2,1,1,28.9,Not Fraud
T01897,11.01,14,15.3,0,5,47.1,Not Fraud
T04551,41.87,17,3.9,0,2,46.4,Not Fraud
T04339,19.22,3,9.2,1,2,45.4,Fraud
T02739,18.14,20,8.7,0,1,10.9,Not Fraud
T04483,116.03,3,0.5,0,4,50.7,Not Fraud
T01687,51.64,21,0.6,0,2,34,Not Fraud
T01495,15.28,15,19.7,0,1,28.8,Not Fraud
T02619,106.29,12,3.5,1,0,10.4,Not Fraud
T03342,13.12,17,16.6,0,0,19.2,Not Fraud
T01981,93,5,0.8,0,0,1,Not Fraud
T03545,22.13,13,7.4,0,4,62.7,Not Fraud
T00453,55.2,22,8.1,0,7,21.8,Fraud
T03164,40.02,4,3.2,1,3,38.7,Not Fraud
T01750,10.7,5,3.6,0,3,45.5,Not Fraud
T03940,67.1,14,50.8,0,1,20.5,Not Fraud
T03936,30.88,9,32,0,0,23.5,Not Fraud
T02267,18.82,23,1.8,0,1,37.7,Not Fraud
T00660,11.48,21,16.2,0,10,27.2,Not Fraud
T04737,7.81,3,24.1,0,3,12.6,Not Fraud
T03711,299.49,23,207.5,0,3,34.5,Fraud
T00721,77.9,5,4.1,0,1,8.5,Not Fraud
T00043,73.62,23,88.8,0,4,1.7,Fraud
T01685,278.52,3,0.7,0,2,21,Not Fraud
T02261,42.77,8,9.6,0,3,23.4,Not Fraud
T03166,119.96,9,2.4,0,1,13.4,Not Fraud
T01909,39.42,11,0.7,0,1,25.1,Not Fraud
T00274,6.47,2,70.9,1,2,23.6,Not Fraud
T03921,32.44,10,5.6,0,0,27.9,Not Fraud
T03210,9.47,16,1.8,0,0,64.3,Not Fraud
T03540,88.28,8,12.1,0,3,9.9,Not Fraud
T03918,2.96,22,5.8,0,1,17.8,Not Fraud
T01526,86.83,14,3.7,0,1,15,Not Fraud
T01296,25.49,13,2,0,2,63.5,Not Fraud
T01978,14.18,2,13,0,1,15.9,Not Fraud
T00969,14.58,10,2.6,0,0,18.4,Not Fraud
T04387,124.83,14,7.5,0,3,43,Fraud
T02954,48.71,13,29.7,0,0,32.8,Not Fraud
T04129,31.81,0,5,0,0,30.5,Not Fraud
T03549,89.18,12,4.2,0,2,57.1,Not Fraud
T00509,19.03,20,2.7,0,2,14.1,Not Fraud
T04916,44.26,11,0.5,1,2,6.5,Not Fraud
T04331,33.57,22,69.4,0,5,9.4,Not Fraud
T01519,23.06,9,11.8,0,2,37,Not Fraud
T02762,61.37,21,26.6,0,3,15.5,Not Fraud
T03835,50.97,10,26.8,0,4,38.4,Fraud
T04788,108.38,6,10.2,0,1,23.1,Not Fraud
T03793,69.5,21,15.5,0,3,9.4,Not Fraud
T02414,8.52,23,12.9,0,5,39.3,Not Fraud
T01152,55.12,16,20.5,0,2,21.6,Not Fraud
T04013,126.81,4,82.1,0,3,49.3,Not Fraud
T01617,79.05,2,2.7,0,2,46,Not Fraud
T02496,11.59,19,3.6,0,1,36,Not Fraud
T02474,53.41,9,3.2,0,2,20,Not Fraud
T01223,208.47,5,101.3,0,0,7.6,Not Fraud
T03263,140.11,15,50.9,0,1,56.9,Not Fraud
T01568,54.78,14,4.6,0,2,28,Not Fraud
T00816,4.56,14,0.8,0,4,32.4,Not Fraud
T01913,16.32,1,2.6,0,2,26.2,Not Fraud
T04335,33.45,13,14.7,1,6,27.4,Fraud
T00746,40.8,10,86.5,0,3,32.5,Not Fraud
T04691,35.79,15,2.6,0,2,18.7,Not Fraud
T02325,104.93,19,29.8,0,2,31.9,Not Fraud
T00473,4.5,22,0.7,0,3,46,Not Fraud
T04282,8.29,7,2,0,2,11.5,Not Fraud
T00610,29.71,21,38.5,0,3,12.8,Not Fraud
T04238,26.43,4,3.9,0,1,8.4,Not Fraud
T02608,101.69,1,18.9,0,2,32.1,Fraud
T03758,7.72,14,59,0,4,34.1,Not Fraud
T00649,116.12,7,4.9,0,3,22.3,Not Fraud
T00744,27.89,8,25.8,0,0,28,Not Fraud
T01500,137.88,0,6.3,1,1,31.8,Not Fraud
T00646,336.03,21,17.5,0,1,33.1,Not Fraud
T00982,16.71,11,71.5,0,1,33.5,Not Fraud
T03179,144.85,17,2,0,3,16.7,Not Fraud
T00823,186.03,5,6.8,0,0,39.4,Not Fraud
T01729,11.89,0,8.3,1,1,22,Not Fraud
T03753,18.5,23,16,0,2,17.5,Not Fraud
T04686,16.1,21,3.5,0,2,7.2,Not Fraud
T01553,108.02,7,5.4,0,2,3.7,Not Fraud
T01184,94.73,8,6.1,0,0,18.5,Not Fraud
T00585,70.92,21,3.4,0,3,31.4,Not Fraud
T01337,64.04,2,11.9,1,2,29,Fraud
T03107,14.15,5,71.7,1,5,31.5,Fraud
T00268,3.4,12,124.8,0,1,36.7,Fraud
T00629,54.22,15,1.2,0,2,58.4,Not Fraud
T01273,13.54,10,8.4,0,2,23.4,Not Fraud
T01441,19.28,6,32.7,0,2,25.9,Not Fraud
T00521,33.25,6,4.2,0,2,26.2,Not Fraud
T04486,14.1,12,3.5,0,3,8.5,Not Fraud
T04110,53.16,3,12.3,0,1,11.1,Not Fraud
T00270,59.39,17,3,0,5,31.2,Not Fraud
T00529,34.73,3,6.6,0,4,20.4,Not Fraud
T00812,136.56,6,8.2,0,1,32.8,Not Fraud
T00157,228.49,12,2.3,0,2,51.5,Not Fraud
T02376,13.8,0,7.5,0,0,26.2,Not Fraud
T03358,301.36,20,105,0,2,38.8,Not Fraud
T02459,35.53,10,1.3,0,5,22.9,Not Fraud
T01908,18.06,14,6.3,0,2,38.1,Not Fraud
T00309,2.43,10,18,0,4,25.9,Not Fraud
T04531,8.33,4,5.4,0,2,14.8,Not Fraud
T04517,17.87,13,1.9,0,2,39.7,Not Fraud
T01467,85.94,16,4.9,0,3,59.8,Not Fraud
T03720,52.74,21,19,0,1,46.6,Not Fraud
T04020,238.72,10,0.5,0,1,34.4,Not Fraud
T01035,108.96,1,4.8,0,3,5.3,Not Fraud
T02855,42.9,21,0.6,0,6,31.5,Fraud
T04985,8.29,12,26.6,1,3,3.1,Not Fraud
T03192,8.77,6,5.7,0,4,4.9,Not Fraud
T03771,19.14,19,6.3,0,2,15.9,Not Fraud
T01047,67.7,4,0.9,0,3,24.2,Not Fraud
T00432,2.3,5,37.5,0,1,66.2,Fraud
T04913,15.94,6,38,0,2,21.5,Not Fraud
T01627,29.98,19,9.1,0,4,27.1,Not Fraud
T04270,59.14,8,3.2,0,2,2.3,Not Fraud
T02117,16.06,6,20.4,0,1,7.1,Not Fraud
T04827,53.96,11,22.9,0,0,14.4,Not Fraud
T00769,170.26,15,11.2,0,2,13.7,Not Fraud
T04390,140.06,9,1.7,1,3,40,Fraud
T03982,46.35,20,0.3,0,2,27.8,Not Fraud
T00382,18.14,5,6,0,1,45.1,Not Fraud
T03279,4.13,2,6.7,1,2,49.1,Fraud
T01361,68.02,18,11.6,0,1,44.7,Not Fraud
T00020,69.74,4,15.5,0,1,37.6,Not Fraud
T04322,27.32,3,3.5,0,2,17.8,Not Fraud
T00283,4.76,5,47.1,0,1,15.2,Not Fraud
T03718,32.07,13,4.7,0,4,51.2,Not Fraud
T02357,28.77,22,35,0,1,28.3,Not Fraud
T02961,21.4,11,4.8,0,2,28,Not Fraud
T01507,40.02,9,3.2,0,2,24.9,Not Fraud
T04365,31.16,23,2.8,1,3,39.6,Fraud
T01515,8.52,19,1.3,0,1,77,Not Fraud
T04015,13.04,12,12.3,0,3,60.9,Not Fraud
T03995,67.18,23,58.1,0,4,23.8,Not Fraud
T03119,15.56,8,30.3,0,1,23.4,Not Fraud
T01399,58.28,19,60.9,0,0,31.1,Not Fraud
T02205,19.28,14,23.3,0,5,32.1,Not Fraud
T01397,48.26,12,0.6,0,1,25.2,Not Fraud
T04595,30.79,15,31,0,1,53.5,Not Fraud
T04970,9.09,3,22.8,0,2,16.8,Not Fraud
T01153,45.02,7,5.7,0,2,27.3,Fraud
T03122,56.2,18,25.6,0,4,57.3,Fraud
T04939,17.42,2,12.8,0,4,47.9,Not Fraud
T01384,9.66,4,11.4,0,1,54.5,Fraud
T01537,16.48,20,200.2,0,0,24.7,Not Fraud
T03410,30.97,19,10.1,0,4,38.7,Not Fraud
T04960,296.91,10,27.2,0,2,28.6,Not Fraud
T02434,13.53,22,5.2,0,4,58.7,Not Fraud
T01394,37.48,8,19.2,1,3,22.8,Fraud
T03454,8.26,13,29.6,0,3,36.9,Not Fraud
T03159,67.27,11,6.2,0,1,17.6,Fraud
T00995,90.8,3,15.8,0,4,12.5,Fraud
T01842,18.68,6,8.2,0,1,5.4,Not Fraud
T00956,26.8,21,0.8,0,1,22.7,Not Fraud
T00658,41.61,8,3.6,0,3,13.7,Not Fraud
T01392,102.84,11,9.5,0,0,32.7,Not Fraud
T00068,282.61,13,10.5,0,2,52.5,Not Fraud
T04205,15.4,13,4.7,0,2,33,Not Fraud
T04915,67.51,5,11.4,0,1,44.3,Not Fraud
T03777,90.91,4,10.9,0,3,11.1,Not Fraud
T04464,35.08,9,12.8,0,2,25.9,Not Fraud
T04363,38.61,22,103,0,0,29.9,Not Fraud
T04324,55.82,9,2.7,0,4,35,Not Fraud
T03449,6.9,7,9.8,0,2,30.2,Not Fraud
T01064,51.01,11,9.7,0,5,36.7,Fraud
T01156,7.26,13,22.3,0,1,34.3,Not Fraud
T03402,62.92,2,5.8,1,3,22.2,Not Fraud
T04909,25.06,9,2.2,1,2,24.4,Not Fraud
T00834,135.33,3,7.3,0,0,21.1,Not Fraud
T01127,72.14,7,3.5,0,2,70.7,Not Fraud
T04442,113.84,17,1.1,0,5,16.4,Not Fraud
T02571,1.94,21,3.8,0,1,25.3,Not Fraud
T02711,400.97,9,14.6,0,6,14.9,Fraud
T03381,49.24,5,68.8,1,3,50.7,Fraud
T04802,28.61,22,2.6,0,1,25.2,Not Fraud
T00839,21.97,9,2.7,0,5,35.9,Not Fraud
T02508,95.52,14,3.7,1,2,41.5,Fraud
T02386,31.33,10,67.6,0,2,49.6,Fraud
T01068,65.99,18,4.1,0,2,20.4,Not Fraud
T02352,37.53,9,8.7,1,1,45.1,Not Fraud
T02946,331.2,11,4.1,0,3,7.1,Not Fraud
T00753,76.86,14,1.4,0,2,11.8,Not Fraud
T03336,80.09,19,11.9,0,2,32.1,Not Fraud
T03572,21.47,11,0.5,0,0,34.7,Not Fraud
T02713,74.83,11,0.7,0,0,68.9,Not Fraud
T01903,11.67,17,9.8,0,2,9,Not Fraud
T00635,63.94,9,1,0,1,21.2,Not Fraud
T02317,33.59,19,207.8,0,2,30.5,Not Fraud
T00191,74.42,10,4.6,1,4,18.6,Fraud
T00659,7.12,8,70.2,0,4,26.8,Not Fraud
T00485,80.3,11,22.5,1,3,17,Not Fraud
T02235,14.47,13,0.3,0,3,34,Not Fraud
T01278,56.28,23,18.9,0,1,12.8,Not Fraud
T03007,37.96,8,6.8,0,2,16.5,Not Fraud
T02090,55.69,21,21.8,0,3,23.4,Not Fraud
T04044,175.4,23,23.4,0,4,11,Not Fraud
T00846,20.33,2,3.8,0,2,12.1,Not Fraud
T03247,146.71,6,6.7,0,3,27.3,Not Fraud
T02023,21.86,4,9.9,0,0,20.6,Fraud
T02149,86.76,23,92.6,0,0,19.2,Not Fraud
T01758,42.33,21,42.4,1,2,23.5,Not Fraud
T02779,54.46,12,6.5,1,2,20.6,Not Fraud
T01712,8.71,8,0.3,0,4,17,Not Fraud
T03149,217.07,22,69.2,0,4,46,Not Fraud
T00986,52.48,4,9.1,1,2,7,Not Fraud
T02835,31.18,0,120.6,0,0,32.6,Fraud
T01824,41,11,1.5,0,1,12.9,Not Fraud
T00285,21.26,17,56.1,0,7,48.5,Not Fraud
T03915,56.52,2,44.7,0,2,34.7,Not Fraud
T02362,15.31,12,66.4,0,6,16.8,Not Fraud
T01827,44.75,14,14.3,0,2,61.5,Not Fraud
T04929,35.9,23,6.2,0,4,28.9,Not Fraud
T00670,47.54,9,2.3,0,2,53.1,Not Fraud
T04944,96.28,22,4.8,0,2,13.2,Not Fraud
T02729,1.95,10,1.1,0,2,19.8,Not Fraud
T03894,13.86,2,78.2,0,2,13.1,Not Fraud
T03283,27.14,18,5.3,1,3,48.6,Not Fraud
T03875,3.22,17,8.8,0,4,78.1,Not Fraud
T01102,27.59,14,1,0,3,57.3,Not Fraud
T01874,25.1,20,6.1,0,6,13.3,Not Fraud
T02216,51.8,6,10.6,0,3,52.7,Not Fraud
T01115,54.61,8,264.4,0,2,43.7,Not Fraud
T04254,26.51,0,5.4,0,3,54.6,Not Fraud
T00531,106.88,23,7,0,1,2.7,Not Fraud
T02018,7.34,11,32.8,0,2,3.5,Not Fraud
T02492,32.2,23,5.8,0,1,40.5,Fraud
T02887,55.54,17,12.2,1,3,29.8,Not Fraud
T04082,23.12,0,10,0,0,29.8,Not Fraud
T02152,25.95,6,22,0,3,30.5,Not Fraud
T01534,14.63,0,44,0,4,45.1,Fraud
T02413,8.38,21,11.9,0,4,42.2,Not Fraud
T04219,30.66,21,12.7,0,2,63,Not Fraud
T03370,145.19,22,33.3,0,1,7,Not Fraud
T01772,35.01,20,3.6,0,4,60.6,Not Fraud
T03204,2.74,10,325.9,0,0,41.7,Fraud
T00406,90.56,16,3.8,0,1,17,Not Fraud
T02428,12.85,5,4.5,0,3,51.3,Not Fraud
T02001,6.39,12,3.9,0,1,47.2,Not Fraud
T02489,52.9,9,17.8,0,2,44.7,Not Fraud
T02232,17.17,9,2.2,0,0,31.5,Not Fraud
T02783,31.15,15,7.8,0,2,27,Not Fraud
T04179,12.62,1,2.8,0,1,60.4,Not Fraud
T03885,69.73,22,8.8,0,2,22.1,Not Fraud
T00855,30.51,20,17.7,0,0,34,Not Fraud
T02464,10.41,18,19.1,0,5,18,Not Fraud
T00313,16.26,11,1.4,0,5,16.1,Not Fraud
T03405,21.94,15,12,0,3,19.8,Not Fraud
T00964,28.11,7,5.1,0,1,14.9,Not Fraud
T04050,11.27,19,2.2,1,3,5.2,Not Fraud
T04695,13.74,22,12.8,0,4,45.6,Not Fraud
T03974,30.42,16,62.5,0,2,24.2,Not Fraud
T01718,25.13,13,6.4,0,3,24.7,Not Fraud
T01444,131.95,11,0.9,0,1,23.6,Not Fraud
T04059,18.05,17,5.2,0,1,25.9,Not Fraud
T00984,331.72,6,39.6,0,3,30.4,Fraud
T00877,46.63,1,31.5,0,1,37.4,Not Fraud
T02518,20.61,9,61.2,1,4,5.5,Not Fraud
T03926,126.53,17,2.9,0,2,34.5,Not Fraud
T01863,130.86,8,19.8,0,4,28,Not Fraud
T02848,21.03,23,19,0,1,16.5,Not Fraud
T01383,32.08,17,11.2,0,2,19.1,Not Fraud
T01546,51.02,23,1.4,0,2,44.2,Fraud
T02501,3.51,8,23.6,0,1,30.2,Fraud
T02398,5.37,21,2.7,0,1,16.6,Not Fraud
T03727,2.69,1,89,0,1,16.1,Not Fraud
T00140,47.24,15,1.3,1,1,31.4,Not Fraud
T01048,7.59,9,62.4,0,0,26.1,Not Fraud
T00351,6.69,14,21.6,1,1,53.9,Not Fraud
T02993,13.27,23,8.7,1,2,16.4,Not Fraud
T04315,14.24,19,130.4,0,2,27.7,Not Fraud
T04596,33.42,23,5.3,0,0,6,Not Fraud
T04002,30.35,1,36.3,1,3,25.4,Not Fraud
T03603,18.82,20,1,0,2,24.2,Not Fraud
T00598,123,17,56.8,0,1,26.5,Not Fraud
T03538,291.17,2,13,1,2,10.6,Not Fraud
T04685,14.55,19,23.9,0,2,51.2,Not Fraud
T04121,20.5,1,3.8,1,2,44.1,Not Fraud
T02179,105.08,16,1.1,0,0,26.4,Not Fraud
T01995,291.18,16,158.4,0,5,10.3,Not Fraud
T04510,5.31,17,6.9,0,1,24.5,Not Fraud
T03778,34.6,6,5.8,0,1,6.8,Not Fraud
T04485,21.94,8,0.5,0,5,23.6,Not Fraud
T02468,20.64,2,32.1,0,2,16.3,Not Fraud
T00266,17.93,23,0.7,0,1,34.3,Not Fraud
T02228,68.47,22,9.9,1,2,43.1,Fraud
T04391,27.8,12,1.5,0,4,24.9,Not Fraud
T01245,37.61,4,10.1,0,4,28.1,Not Fraud
T03643,45.69,3,3.1,0,1,14.7,Not Fraud
T04845,94.73,16,0.8,0,3,49.8,Fraud
T04334,34.83,7,0.6,0,1,17.1,Not Fraud
T00894,35.04,4,11.4,0,2,70.6,Not Fraud
T03329,100.96,5,23.3,0,2,35.1,Not Fraud
T01490,6.6,2,1.6,0,1,61.6,Fraud
T04684,116.11,3,10.4,0,2,26.2,Not Fraud
T04395,18.31,14,3,0,5,7.3,Not Fraud
T03208,11.05,5,40.7,0,1,25.9,Fraud
